priority,source_layer,id,year,subject,field,original,detected,occurrences,proposed,category,type,confidence,note,approval_status,reviewer_note
2,LAYER_2,868,2017,Normal Phisiology,question,,cardi-ac,1,cardiac,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,868,2017,Normal Phisiology,question,,automati-cally,1,automatically,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,869,2017,Normal Phisiology,question,,fi-ltration,1,filtration,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,873,2017,Normal Phisiology,question,,contracti-on,1,contraction,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,875,2017,Normal Phisiology,question,,primari-ly,1,primarily,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,884,2017,Normal Phisiology,question,,si-gns,1,signs,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,889,2017,Normal Phisiology,question,,reacti-on,1,reaction,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,894,2016,Normal Phisiology,question,,ori-entation,1,orientation,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,90,2016,Pathophysiology,question,,wi-th,1,with,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,91,2016,Pathophysiology,question,,cli-mber,1,climber,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,911,2015,Normal Phisiology,question,,audi-tory,1,auditory,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,914,2015,Normal Phisiology,question,,calori-metry,1,calorimetry,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,915,2015,Normal Phisiology,question,,di-srupted,1,disrupted,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,92,2016,Pathophysiology,question,,hospi-talized,1,hospitalized,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,92,2016,Pathophysiology,question,,sti-muli,1,stimuli,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,922,2015,Normal Phisiology,question,,soluti-ons,1,solutions,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,925,2015,Normal Phisiology,question,,fi-ber,1,fiber,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,927,2015,Normal Phisiology,question,,positi-ve,1,positive,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_2,929,2015,Normal Phisiology,question,,Examinati-on,1,examination,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_1,955,2013,Normal Phisiology,question,The temperature in a production room is 36o C . Relative air humidity is 80%. Under these conditions the human body transfers heat mainly through:,,1,,SAFE,SPACE_BEFORE_PUNCTUATION,HIGH,Whitespace found immediately before punctuation.,PENDING,
2,LAYER_2,975,2012,Normal Phisiology,question,,gastroi-ntestinal,1,gastrointestinal,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
2,LAYER_1,98,2016,Pathophysiology,answer_3,B 12-deficiency,,1,,SAFE,B12_SPACING,HIGH,Vitamin B12 appears split by OCR spacing.,PENDING,
2,LAYER_2,99,2016,Pathophysiology,question,,cardi-ac,1,cardiac,SAFE,BROKEN_WORD_HYPHENATION,HIGH,Removing the hyphen produces a recognized English or medical word.,PENDING,
3,LAYER_2,100,2016,Pathophysiology,topic,,water-electrolite,3,water-electrolyte,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,1166,2020,Normal Phisiology,topic,,Digestesion,4,digestion,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
3,LAYER_2,1363,2011,Microbiology,topic,,Cloctridia,3,clostridia,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
3,LAYER_2,147,2014,Pathophysiology,question,,dramaic,1,dramatic,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,151,2014,Pathophysiology,topic,,acid-bace,2,acid-base,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,18,2023,Pathophysiology,answer_4,,hematopietic,2,hematopoietic,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,202,2012,Pathophysiology,answer_5,,oxygenConsumption,1,oxygen consumption,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable missing-space artifact,PENDING,
3,LAYER_2,226,2011,Pathophysiology,answer_4,,filtartion,4,filtration,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,241,2011,Pathophysiology,answer_5,,pumbing,4,pumping,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,2460,2023,Biochemistry,topic,,Catabolim,7,catabolism,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
3,LAYER_2,2496,2017,Biochemistry,topic,,coversion,10,conversion,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
3,LAYER_2,273,2008,Pathophysiology,answer_3,,tripsin,5,trypsin,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,290,2008,Pathophysiology,topic,,thermoragulation,1,thermoregulation,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,296,2008,Pathophysiology,question,,expiremental,2,experimental,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,308,2008,Pathophysiology,answer_4,,Chemotrypsin,2,chymotrypsin,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,322,2007,Pathophysiology,question,,quanity,1,quantity,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,323,2007,Pathophysiology,question,,infiltrationand,3,infiltration and,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable missing-space artifact,PENDING,
3,LAYER_2,337,2007,Pathophysiology,topic,,immmunity,1,immunity,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,338,2007,Pathophysiology,question,,penomenon,1,phenomenon,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,341,2010,Pathophysiology,answer_5,,hypoploasia,1,hypoplasia,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,343,2010,Pathophysiology,question,,stumulate,2,stimulate,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,352,2010,Pathophysiology,question,,sromach,2,stomach,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,355,2010,Pathophysiology,question,,induvidual,1,individual,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,427,2020,Pathophysiology,answer_5,,rcabsorption,4,reabsorption,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,43,2017,Pathophysiology,question,,develoment,3,development,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,462,2021,Pathophysiology,answer_2,,Peripherial,2,peripheral,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,47,2017,Pathophysiology,question,,miocardial,3,myocardial,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,478,2023,Pathomorphology,topic,,nflammation,2,inflammation,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,486,2023,Pathomorphology,topic,,kidny,3,kidney,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,488,2023,Pathomorphology,question,,-ycar-old,8,year-old,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,491,2023,Pathomorphology,question,,inlerphalangeal,2,interphalangeal,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,496,2023,Pathomorphology,topic,,pathjlogy,1,pathology,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling/OCR error,PENDING,
3,LAYER_2,52,2017,Pathophysiology,question,,responce,1,response,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,65,2017,Pathophysiology,topic,,respiratoty,1,respiratory,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,68,2016,Pathophysiology,answer_2,,conten,4,content,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Missing final t,PENDING,
3,LAYER_2,7,2023,Pathophysiology,answer_3,,bilrubin,3,bilirubin,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,707,2008,Pathomorphology,answer_3,,Microbal,4,microbial,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
3,LAYER_2,71,2016,Pathophysiology,question,,extremitis,3,extremities,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,79,2016,Pathophysiology,question,,uconscious,2,unconscious,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,82,2016,Pathophysiology,question,,mechamisms,2,mechanisms,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,85,2016,Pathophysiology,question,,greately,2,greatly,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,Probable spelling error,PENDING,
3,LAYER_2,893,2016,Normal Phisiology,answer_4,,Tgyroxin,3,thyroxin,LIKELY_TYPO,KNOWN_LEXICAL_DECISION,HIGH,High-confidence lexical/OCR correction candidate; verify before applying.,PENDING,
4,LAYER_1,100,2016,Pathophysiology,question,"30 minutes after drinking mango juice a child suddenly developed a local swelli-ng in the area of the soft palate, which impeded swallowing and, eventually, respi-ration. Mucosa of the swollen area was hyperemic and painless. Blood test revealed moderate eosinophilia. Body temperature was normal. Anamnesis states that the elder sister of the child has been suffering from bronchial asthma attacks. What kind of edema has developed in the child?",swelli-ng,1,,REVIEW,POSSIBLE_BROKEN_WORD,MEDIUM,Likely OCR/PDF word split detected. Manual review required.,PENDING,
4,LAYER_1,1012,2011,Normal Phisiology,answer_4,Increase of the filtartion quotient,filtartion,1,filtration,REVIEW,KNOWN_LEXICAL_TYPO,HIGH,Known lexical anomaly identified during manual validation.,PENDING,
4,LAYER_1,1026,2011,Normal Phisiology,answer_5,Weakening of the pumbing ability of heart,pumbing,1,pumping,REVIEW,KNOWN_LEXICAL_TYPO,HIGH,Known lexical anomaly identified during manual validation.,PENDING,
4,LAYER_1,1033,2009,Normal Phisiology,answer_2,InsufFIcient FIbrin production,InsufFIcient,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,1038,2009,Normal Phisiology,answer_1,N a +,,1,,REVIEW,SCIENTIFIC_NOTATION,MEDIUM,Possible OCR spacing problem in medical/scientific notation.,PENDING,
4,LAYER_1,104,2015,Pathophysiology,question,"Several minutes after a dentist admini-stered novocaine for local anaesthesia of a patient’s tooth, the following symptoms sharply developed in the patient: fatigue, skin itching. Objectively the following can be observed: skin hyperemia, tachycardia, BP dropped down to 70/40 mm Hg. What kind of allergic reaction is this pathology?",admini-stered,1,,REVIEW,POSSIBLE_BROKEN_WORD,HIGH,Known OCR/PDF hyphenation pattern detected.,PENDING,
4,LAYER_1,1040,2009,Normal Phisiology,answer_4,Increase of the FIltartion quotient,FIltartion,1,filtration,REVIEW,KNOWN_LEXICAL_TYPO,HIGH,Known lexical anomaly identified during manual validation.,PENDING,
4,LAYER_1,1040,2009,Normal Phisiology,answer_5,Increase of the renal blood ßow,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1043,2009,Normal Phisiology,answer_1,From the intercellular ßuid to the capillaries,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1043,2009,Normal Phisiology,answer_2,From the intercellular ßuid to the cells,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1043,2009,Normal Phisiology,answer_3,From the cells to the intercellular ßuid,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1043,2009,Normal Phisiology,answer_4,From the capillaries to the intercellular ßuid,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1043,2009,Normal Phisiology,question,After a surgery a 36-year-old woman was given an intravenous injection of concentrated albumin solution. This has induced intensiFIed water movement in the following direction:,intensiFIed,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,1044,2009,Normal Phisiology,question,"While determining power inputs of a patient’s organism it was established that the respiratory coefFIcient equaled 1,0. This means that in the cells of the patient the following substances are mainly oxidized:",coefFIcient,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,1046,2009,Normal Phisiology,question,An experimental animal has lost orientative reßexes as a result of destruction of certain brainstem structures. What structures had been destroyed?,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1050,2009,Normal Phisiology,question,A 32-year-old patient consulted a doctor about the absence of lactation after parturition. Such disorder might be explained by the deFIcit of the following hormone:,deFIcit,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,1051,2009,Normal Phisiology,question,During an experiment the myotatic reßex has been studied in frogs. After extension in a skeletal muscle its reßectory contraction was absent. The reason for it might be a dysfunction of the following receptors:,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1053,2009,Normal Phisiology,answer_5,Weakening of the pumbing ability of heart,pumbing,1,pumping,REVIEW,KNOWN_LEXICAL_TYPO,HIGH,Known lexical anomaly identified during manual validation.,PENDING,
4,LAYER_1,1053,2009,Normal Phisiology,question,In response to a change in body position from horizontal to vertical blood circulation system develops reßectory pressor reaction. Which of the following is its compulsory component?,ß,1,,REVIEW,OCR_CHARACTER_CORRUPTION,HIGH,Suspicious OCR character detected.,PENDING,
4,LAYER_1,1054,2009,Normal Phisiology,question,"A patient suffers from the haemorrhagic syndrome that shows itself in frequent nasal bleedings, posttraumatic and spontaneous intracutaneous and intraarticular haemorrhages. After a laboratory study a patient was diagnosed with the type B haemophilia. This disease is provoked by the deFIcit of the following factor of blood coagulation:",deFIcit,1,,REVIEW,OCR_CASE_CORRUPTION,HIGH,Suspicious uppercase sequence inside a word; possible PDF/OCR corruption.,PENDING,
4,LAYER_1,1066,2008,Normal Phisiology,answer_2,Reduced tubular reabsorption of N a ions,,1,,REVIEW,SCIENTIFIC_NOTATION,MEDIUM,Possible OCR spacing problem in medical/scientific notation.,PENDING,
4,LAYER_1,1085,2007,Normal Phisiology,question,Examination of a 43 y.o. patient revealed that his stomach has difficulties with digestion of protein food. Gastric juice analysis revealed low acidity. Function of which gastric cells is disturbed in this case?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1086,2007,Normal Phisiology,question,A 2 y.o. child has convulsions as a result of lowered concentration of calcium ions in blood plasma. It is caused by reduced,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1088,2007,Normal Phisiology,question,"Parents of a 10 y.o. boy consulted a doctor about extension of hair-covering, growth of beard and moustache, low voice. Intensified secretion of which hormone must be assumed?",,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1093,2007,Normal Phisiology,question,As a result of spinalcord trauma a 33 y.o. man has a disturbed pain and temperature sensitivity that is caused by damage of the following tract:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1103,2010,Normal Phisiology,question,Atria of an experimental animal were superdistended by blood that resulted in decreased reabsorption of N a + and water in renal tubules. This can be explained by the influence of the following factor upon kidneys:,,1,,REVIEW,SCIENTIFIC_NOTATION,MEDIUM,Possible OCR spacing problem in medical/scientific notation.,PENDING,
4,LAYER_1,1122,2018,Normal Phisiology,question,"Atria of a test animal were superdistended with blood, which resulted in decreased reabsorption of N a + and water in renal tubules. This can be explained by the effect of the following factor on the kidneys:",,1,,REVIEW,SCIENTIFIC_NOTATION,MEDIUM,Possible OCR spacing problem in medical/scientific notation.,PENDING,
4,LAYER_1,1126,2018,Normal Phisiology,question,A 25-year-old woman at her third pregnancy with impending miscarriage was brought to the hospital. What combination of Rh- factor of the mother and the fetus can be the cause of this condition?,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1146,2019,Normal Phisiology,question,I.M. Siechenov has proven that a tired limb restores its working capacity faster if during its period of rest another limb works. It became a basis for the concept of:,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1153,2019,Normal Phisiology,question,КCl concentration in a solution that surrounds an isolated cell was increased. How will resting membrane potential (RMP) and cell excitability change in this case?,КCl,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,1189,2021,Normal Phisiology,question,1. ECG of a man shows an increased duration.of-the QT interval. It mayFe due to a decrease in the speed of the following in the ventncles,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1195,2021,Normal Phisiology,question,The dorsal root.ofthe spinalnerveof a test animal was severed. What changeswill occur in the innervation area?,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1212,2021,Normal Phisiology,answer_4,Increased secretion :c me oeroids,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1224,2023,Microbiology,question,"A 43-year-old man was hospitalized with complaints of fever with chills, loss of appetite, malaise, diarrhea, and diffuse abdominal pain, observed for the last week. The fever started slowly and gradually increased to the current 39.8°C. The blood pressure is 110/70 mm Hg. Objectively, the tongue is coated, the spleen is enlarged, and there is a roseola rash on the abdomen. The Widal agglutination test to O-anligen is positive with titer of 1:200. What microorganisn is the most likely cause of the patient’s condition in this case?",,1,,REVIEW,TEMPERATURE_FORMAT,HIGH,Possible OCR corruption in temperature notation.,PENDING,
4,LAYER_1,1228,2023,Microbiology,question,"Laboratory findings of a patient diagnosed with jaundice are as follows: HBsAg-, HBeAg-, anti-HBsAg+, anti- HBsM-, HCAg+. What disease can be characterized by such laboratory findings?",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1229,2023,Microbiology,question,"A certain infectious agent can damage mucosa, cause inflammation of internal organs, sepsis, provoke formation of blue- green pus, and is quite resistant to most antibiotics. What pathogen is it?",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1239,2017,Microbiology,question,"During fibergastroscopy of a patient with ulcer disease of the stomach, the mucosal biopsy material is taken from the area of an ulcer. Impression smear is prepared from the biopsy material and stained by Gram method; the rest of the biopsy material is tested for urease activity. Microscopy of the impression smear revealed gram-negative spiral-shaped microorganisms, urease acti- vity test is positive. What bacteria were detected?",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1241,2017,Microbiology,question,T-lymphocytes are determined to be affected with HIV. In this case viral enzyme reverse transcriptase (RNA-dependent DNA- polymerase) catalyzes the synthesis of:,,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1245,2017,Microbiology,topic,Immunopathology.Allergy.,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1246,2017,Microbiology,topic,Rhabdoviruses.Arboviruses.,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1247,2017,Microbiology,question,Pathologic material (mucosal excreti-on from the nasal passages) obtained from a patient provisionally diagnosed with influenza was delivered to the virological laboratory. What quick test allows detecti-ng specific viral antigen in the investigated material?,detecti-ng,1,,REVIEW,POSSIBLE_BROKEN_WORD,MEDIUM,Likely OCR/PDF word split detected. Manual review required.,PENDING,
4,LAYER_1,1249,2017,Microbiology,answer_1,Сlostridium perfringens,Сlostridium,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
4,LAYER_1,1252,2017,Microbiology,topic,. Immunopathology.Allergy.,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1253,2017,Microbiology,question,"Typical manifestations of food poisoni-ng caused by C. botulinum are double visi-on, abnormal functioning of the swallowing and breathing. These symptoms develop as the result of:",poisoni-ng,1,,REVIEW,POSSIBLE_BROKEN_WORD,MEDIUM,Likely OCR/PDF word split detected. Manual review required.,PENDING,
4,LAYER_1,1255,2017,Microbiology,topic,.Vibrio. Campylobacter. Helicobacter.,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1260,2017,Microbiology,topic,Immunopathology.Allergy.,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1268,2016,Microbiology,topic,Immunopathology.Allergy,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1269,2016,Microbiology,question,"A worker of an agricultural enterprise had been suffering from an acute disease with aggravating intoxication signs, which resulted in his death. On autopsy: the spleen is enlarged, flaccid, dark cherry-red in the section, yields excessive pulp scrape. Soft meninges of fornix and base of the brain are edematous and saturated with blood (”cardinal’s cap”). Microscopically: serous- hemorrhagic inflammation of meninges and cerebral tissues. Make the diagnosis:",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1270,2016,Microbiology,topic,Immunopathology.Allergy,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1271,2016,Microbiology,topic,Immunopathology.Allergy,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1272,2016,Microbiology,topic,Immunopathology.Allergy,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1274,2016,Microbiology,question,A laboratory has been investigati-ng virulence of a diphtheria agent. In the process of the experiment the infection was introduced intraperitoneally into test animals. The dosage of bacteria resulting in 95% mortality of test animals was found. What unit of virulence measurement was determined?,investigati-ng,1,,REVIEW,POSSIBLE_BROKEN_WORD,MEDIUM,Likely OCR/PDF word split detected. Manual review required.,PENDING,
4,LAYER_1,1280,2016,Microbiology,question,"Impression smear of mucosa biopsy material has been obtained from a patient with peptic ulcer disease of the stomach. Gram- negative arcuate bent microorganisms were detected, urease activity test was positive. What microorganisms were detected in the patient?",,1,,REVIEW,BROKEN_WORD_WITH_SPACE,MEDIUM,Possible word split by PDF/OCR line wrapping; may also be legitimate hyphenation and requires review.,PENDING,
4,LAYER_1,1281,2016,Microbiology,topic,Immunopathology.Allergy,,1,,REVIEW,MISSING_SPACE_AFTER_PUNCTUATION,MEDIUM,May be punctuation followed by missing whitespace.,PENDING,
4,LAYER_1,1284,2015,Microbiology,topic,"Reactions of ""antigen-antibody"" (serological tests): Agglutination test (АT), precipitation test (РT).",АT,1,,REVIEW,CYRILLIC_CONFUSABLE,HIGH,Mixed Latin/Cyrillic token detected; possible visually confusable OCR character.,PENDING,
