id,year,subject,field,original,detected,proposed,type,confidence,plan_status,apply,reviewer_note
783,2018,Pathomorphology,answer_3,Croupous MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Croupous MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Croupous,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1753,2018,Anatomy,answer_3,Duodenum MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Duodenum MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Duodenum,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1760,2018,Anatomy,answer_3,Red nuclei MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,nuclei MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Red nuclei,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1764,2018,Anatomy,question,An oncology patient is to undergo a surgery on the descending colon. Name the main source of blood supply to this organ: MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,organ: MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,An oncology patient is to undergo a surgery on the descending colon. Name the main source of blood supply to this organ:,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1771,2018,Anatomy,answer_2,Mm. lumbricales MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,lumbricales MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Mm. lumbricales,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2780,2018,Biochemistry,answer_1,"Blood oxyproline and oxylysine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","oxylysine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Blood oxyproline and oxylysine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2787,2018,Biochemistry,answer_3,"Carbohydrates Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Carbohydrates Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Carbohydrates,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2794,2018,Biochemistry,answer_3,"Glycolysis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Glycolysis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Glycolysis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2801,2018,Biochemistry,answer_3,"Thiamine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Thiamine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Thiamine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
761,2019,Pathomorphology,answer_1,Medulloblastoma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Medulloblastoma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Medulloblastoma,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
764,2019,Pathomorphology,answer_3,Papilloma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Papilloma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Papilloma,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1778,2019,Anatomy,answer_4,A. carotis externa MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,externa MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,A. carotis externa,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1782,2019,Anatomy,answer_1,A. dorsalis pedis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,pedis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,A. dorsalis pedis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1785,2019,Anatomy,answer_5,Ramus interventricularis anterior MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,anterior MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Ramus interventricularis anterior,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1789,2019,Anatomy,answer_1,Biceps muscle of the arm MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,arm MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Biceps muscle of the arm,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2808,2019,Biochemistry,answer_3,"Acetic acid Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","acid Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Acetic acid,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2815,2019,Biochemistry,answer_3,"Kidneys Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Kidneys Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Kidneys,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2818,2019,Biochemistry,answer_3,"Glucocerebrosidase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Glucocerebrosidase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Glucocerebrosidase,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
808,2020,Pathomorphology,answer_1,Hemorrhagic infarction MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,infarction MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Hemorrhagic infarction,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
811,2020,Pathomorphology,answer_3,Absorption MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Absorption MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Absorption,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1796,2020,Anatomy,answer_4,Ampulla of Vatet MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Vatet MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Ampulla of Vatet,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1800,2020,Anatomy,answer_3,Maxillary nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Maxillary nerve,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1807,2020,Anatomy,answer_2,A. plantaris medialis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,medialis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,A. plantaris medialis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2821,2020,Biochemistry,answer_4,"They are a part of cellular receptors Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","receptors Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",They are a part of cellular receptors,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2828,2020,Biochemistry,answer_3,"Pyridoxine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Pyridoxine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Pyridoxine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2835,2020,Biochemistry,answer_3,"Viral DNA on the DNA matrix Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","matrix Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Viral DNA on the DNA matrix,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2842,2020,Biochemistry,answer_3,"Hexosaminidase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Hexosaminidase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Hexosaminidase,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
818,2021,Pathomorphology,answer_1,Rheumatic MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Rheumatic MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Rheumatic,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
821,2021,Pathomorphology,question,"Autopsy of the body of a 61- year-old man with rheumatoid arthritis shows enlarged and dense yellow-white kidneys with awaxy sheen and areas of cicatricial depressions on their surface. Congo red-staining-reveals deposition _of homogeneous-pink masses in the capillary loops, of the glomeruli, in the walls of the arterioles and arteries, in the basement membrane of the tubules, and in the stroma. In this case, rheumatoid arthritis was complicated by the development of the following process: MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",process: MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,"Autopsy of the body of a 61- year-old man with rheumatoid arthritis shows enlarged and dense yellow-white kidneys with awaxy sheen and areas of cicatricial depressions on their surface. Congo red-staining-reveals deposition _of homogeneous-pink masses in the capillary loops, of the glomeruli, in the walls of the arterioles and arteries, in the basement membrane of the tubules, and in the stroma. In this case, rheumatoid arthritis was complicated by the development of the following process:",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
824,2021,Pathomorphology,answer_1,Osteomyelitis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Osteomyelitis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Osteomyelitis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
827,2021,Pathomorphology,answer_4,Lower limb veins MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,veins MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Lower limb veins,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
830,2021,Pathomorphology,answer_5,Typical productive inflammation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,inflammation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Typical productive inflammation,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
839,2021,Pathomorphology,answer_1,Air embolism MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,embolism MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Air embolism,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
842,2021,Pathomorphology,answer_4,Bronchiectasis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Bronchiectasis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Bronchiectasis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1814,2021,Anatomy,answer_1,Musculus rectus oculi lateralis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,lateralis MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Musculus rectus oculi lateralis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1821,2021,Anatomy,answer_3,Right coronary artery MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,artery MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Right coronary artery,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1824,2021,Anatomy,answer_5,Greater petrosal nerve from the facial nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Greater petrosal nerve from the facial nerve,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1833,2021,Anatomy,question,"On examiantion a men sents with convergent strabismus, inward deviation of the eyeball and inabihu t move the eyeball outward. What nerv damaged? MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY",damaged? MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,"On examiantion a men sents with convergent strabismus, inward deviation of the eyeball and inabihu t move the eyeball outward. What nerv damaged?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2849,2021,Biochemistry,answer_3,"Respiratory alkalosis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","alkalosis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Respiratory alkalosis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2856,2021,Biochemistry,answer_3,"Oxidative phosphorylation Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","phosphorylation Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Oxidative phosphorylation,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2863,2021,Biochemistry,answer_4,"Reactions of deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Reactions of deamination,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2867,2021,Biochemistry,answer_1,"Alcaptonuria Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Alcaptonuria Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Alcaptonuria,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2870,2021,Biochemistry,answer_5,"Mitochondria Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Mitochondria Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Mitochondria,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2874,2021,Biochemistry,answer_1,"Thiamine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Thiamine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Thiamine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2881,2021,Biochemistry,answer_3,"Inositol triphosphate Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","triphosphate Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Inositol triphosphate,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2888,2021,Biochemistry,answer_3,"Indole Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Indole Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Indole,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
482,2023,Pathomorphology,answer_1,Dysentery MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Dysentery MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Dysentery,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
485,2023,Pathomorphology,answer_3,Lymphosarcoma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Lymphosarcoma MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Lymphosarcoma,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
488,2023,Pathomorphology,answer_4,Cancer MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Cancer MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Cancer,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
491,2023,Pathomorphology,answer_5,Systemic lupus erythematosus MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,erythematosus MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Systemic lupus erythematosus,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1519,2023,Anatomy,answer_1,M. deltoideus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,deltoideus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,M. deltoideus,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1526,2023,Anatomy,answer_3,Sartorius muscle MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,muscle MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Sartorius muscle,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1530,2023,Anatomy,question,"During a surgery for a splenic injury, the surgeon must ligate the artery that supplies the spleen with blood. This artery is a branch of: MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY",of: MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,"During a surgery for a splenic injury, the surgeon must ligate the artery that supplies the spleen with blood. This artery is a branch of:",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2457,2023,Biochemistry,question,"In the nucleus of a cell, a molecule of mature mRNA, which is smaller in size, was formed from a larger molecule of immature mRNA. The stages of this transformation together are called: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","called: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","In the nucleus of a cell, a molecule of mature mRNA, which is smaller in size, was formed from a larger molecule of immature mRNA. The stages of this transformation together are called:",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2460,2023,Biochemistry,answer_5,"Amino acid deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","deamination Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Amino acid deamination,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2464,2023,Biochemistry,answer_3,"Transcription inhibition Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","inhibition Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Transcription inhibition,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2468,2023,Biochemistry,question,"A man was hospitalized with provisional diagnosis of acute pancreatitis. What enzyme activity must be measured in the patient’s blood and urine to confirm this diagnosis? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","diagnosis? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",A man was hospitalized with provisional diagnosis of acute pancreatitis. What enzyme activity must be measured in the patient’s blood and urine to confirm this diagnosis?,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2475,2023,Biochemistry,answer_2,"- Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","- Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",-,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2482,2023,Biochemistry,answer_3,"Tocopherol Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Tocopherol Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Tocopherol,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2486,2023,Biochemistry,question,"A 55-ycar-old patient is being monitored by an endocrinologist for disturbed endocrine function of the pancreas, which manifests as a decrease in glucagon levels in the blood. What pancreatic cells are dysfunctional in this case? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","case? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","A 55-ycar-old patient is being monitored by an endocrinologist for disturbed endocrine function of the pancreas, which manifests as a decrease in glucagon levels in the blood. What pancreatic cells are dysfunctional in this case?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1,2023,Pathophysiology,question,"A patient has been diagnosed with severe B 12-deficient anemia with hemopoiesis disturbance. Anamnesis states total gastrectomy. What cells allow to confirm this diagnosis, if they are absent in the peripheral blood?",,"A patient has been diagnosed with severe B12-deficient anemia with hemopoiesis disturbance. Anamnesis states total gastrectomy. What cells allow to confirm this diagnosis, if they are absent in the peripheral blood?",B12_SPACING,HIGH,AUTO_APPROVED,YES,
1074,2008,Normal Phisiology,question,"Surgical removal of a part of stomach resulted in disturbed absorption of vitamin B 12, it is excreted with feces. The patient was diagnosed with anemia. What factor is necessary for absorption of this vitamin?",,"Surgical removal of a part of stomach resulted in disturbed absorption of vitamin B12, it is excreted with feces. The patient was diagnosed with anemia. What factor is necessary for absorption of this vitamin?",B12_SPACING,HIGH,AUTO_APPROVED,YES,
1084,2007,Normal Phisiology,answer_4,B 12,,B12,B12_SPACING,HIGH,AUTO_APPROVED,YES,
122,2015,Pathophysiology,answer_1,B 12-deficiency anemia,,B12-deficiency anemia,B12_SPACING,HIGH,AUTO_APPROVED,YES,
141,2014,Pathophysiology,question,Degenerative changes in posterior and lateral columns of spinal cord (funicular myelosis) caused by methylmalonic acid accumulation occur in patients with B 12-deficiency anemia. This results in synthesis disruption of the following substance:,,Degenerative changes in posterior and lateral columns of spinal cord (funicular myelosis) caused by methylmalonic acid accumulation occur in patients with B12-deficiency anemia. This results in synthesis disruption of the following substance:,B12_SPACING,HIGH,AUTO_APPROVED,YES,
197,2012,Pathophysiology,answer_3,Deficiency of vitamin B 12,,Deficiency of vitamin B12,B12_SPACING,HIGH,AUTO_APPROVED,YES,
2562,2015,Biochemistry,answer_1,B 12-deficiency anemia,,B12-deficiency anemia,B12_SPACING,HIGH,AUTO_APPROVED,YES,
2585,2014,Biochemistry,answer_1,"Methionine, B 6, B 12",,"Methionine, B 6, B12",B12_SPACING,HIGH,AUTO_APPROVED,YES,
2592,2013,Biochemistry,answer_4,Vitamin B 12,,Vitamin B12,B12_SPACING,HIGH,AUTO_APPROVED,YES,
2709,2008,Biochemistry,answer_4,B 12,,B12,B12_SPACING,HIGH,AUTO_APPROVED,YES,
2721,2008,Biochemistry,question,"Surgical removal of a part of stomach resulted in disturbed absorption of vitamin B 12, it is excreted with feces. The patient was diagnosed with anemia. What factor is necessary for absorption of this vitamin?",,"Surgical removal of a part of stomach resulted in disturbed absorption of vitamin B12, it is excreted with feces. The patient was diagnosed with anemia. What factor is necessary for absorption of this vitamin?",B12_SPACING,HIGH,AUTO_APPROVED,YES,
2740,2007,Biochemistry,answer_4,B 12,,B12,B12_SPACING,HIGH,AUTO_APPROVED,YES,
287,2008,Pathophysiology,answer_1,B 12-folate deficient,,B12-folate deficient,B12_SPACING,HIGH,AUTO_APPROVED,YES,
326,2007,Pathophysiology,answer_4,Vitamin B 12 deficit,,Vitamin B12 deficit,B12_SPACING,HIGH,AUTO_APPROVED,YES,
330,2007,Pathophysiology,answer_4,B 12-folate-deficiency anemia,,B12-folate-deficiency anemia,B12_SPACING,HIGH,AUTO_APPROVED,YES,
571,2015,Pathomorphology,answer_1,B 12-deficiency anemia,,B12-deficiency anemia,B12_SPACING,HIGH,AUTO_APPROVED,YES,
59,2017,Pathophysiology,answer_3,B 12-deficiency,,B12-deficiency,B12_SPACING,HIGH,AUTO_APPROVED,YES,
729,2007,Pathomorphology,answer_4,B 12-folate-deficiency anemia,,B12-folate-deficiency anemia,B12_SPACING,HIGH,AUTO_APPROVED,YES,
98,2016,Pathophysiology,answer_3,B 12-deficiency,,B12-deficiency,B12_SPACING,HIGH,AUTO_APPROVED,YES,
100,2016,Pathophysiology,question,"30 minutes after drinking mango juice a child suddenly developed a local swelli-ng in the area of the soft palate, which impeded swallowing and, eventually, respi-ration. Mucosa of the swollen area was hyperemic and painless. Blood test revealed moderate eosinophilia. Body temperature was normal. Anamnesis states that the elder sister of the child has been suffering from bronchial asthma attacks. What kind of edema has developed in the child?",swelli-ng,"30 minutes after drinking mango juice a child suddenly developed a local swelling in the area of the soft palate, which impeded swallowing and, eventually, respi-ration. Mucosa of the swollen area was hyperemic and painless. Blood test revealed moderate eosinophilia. Body temperature was normal. Anamnesis states that the elder sister of the child has been suffering from bronchial asthma attacks. What kind of edema has developed in the child?",BROKEN_WORD_HYPHENATION,HIGH,AUTO_APPROVED,YES,
